"[0.30237739005566744, -0.18324786740168889, 0.08847165943515604, 0.16908086961882135, -0.18280706123704143, 0.08717108761287315, 0.0029471441995836266, -0.03516250645382303, -0.05759662646588365]","[-0.18324786740168889, 0.36485356926730317, -0.1031464458181799, -0.18483171730738734, 0.22956929660986541, -0.10174078024876768, -0.00137984896273389, -0.01634224906921835, -0.03008032008865657]","[0.08847165943515604, -0.1031464458181799, 0.1850953404614786, 0.08923055601301966, -0.1028834213810571, 0.049648949050271084, -0.005207783735864976, -0.0014232240941675725, 0.0029480750308172976]","[0.16908086961882135, -0.18483171730738734, 0.08923055601301966, 0.30530006891748407, -0.18438885679863837, 0.08791857949401004, 0.003559481916777764, -0.03547121016490425, -0.05810620135860144]","[-0.18280706123704143, 0.22956929660986541, -0.1028834213810571, -0.18438885679863837, 0.3637850820213231, -0.10148156100968948, -0.0018794883334840602, -0.01626973025645652, -0.029954539118220262]","[0.08717108761287315, -0.10174078024876768, 0.049648949050271084, 0.08791857949401004, -0.10148156100968948, 0.18371005051689485, -0.005131223558996541, -0.0008846611001271335, 0.0037826644007574925]","[0.0029471441995836266, -0.00137984896273389, -0.005207783735864976, 0.003559481916777764, -0.0018794883334840602, -0.005131223558996541, 0.32967558964640203, -0.01832785940829986, -0.02797129946935821]","[-0.03516250645382303, -0.01634224906921835, -0.0014232240941675725, -0.03547121016490425, -0.01626973025645652, -0.0008846611001271335, -0.01832785940829986, 0.4006341238909586, 0.4386251012928829]","[-0.05759662646588365, -0.03008032008865657, 0.0029480750308172976, -0.05810620135860144, -0.029954539118220262, 0.0037826644007574925, -0.02797129946935821, 0.4386251012928829, 0.881618656995529]"
"[0.09672040951852617, 0.014271637893320106, -0.012953540732351713, 0.009772695988715892, 0.014567203566758198, -0.012838392868036532, -0.02215896368309263, 0.014567564152355623, 0.011825523441230935]","[0.014271637893320106, 0.11504658310228295, -0.023652396029080085, 0.013815006172106388, 0.02873125039409643, -0.02332255023725119, -0.0019486882780328665, 0.04644914797181605, 0.03845615266751746]","[-0.012953540732351713, -0.023652396029080085, 0.10701550529880123, -0.012594924517819928, -0.024079917872884316, 0.019956347471145438, 0.008737995743830149, -0.03620824510040441, -0.02984755648566948]","[0.009772695988715892, 0.013815006172106388, -0.012594924517819928, 0.09643525487097121, 0.014102179823484105, -0.012486939167681715, -0.022853415791225584, 0.013505806591813132, 0.010990085500251998]","[0.014567203566758198, 0.02873125039409643, -0.024079917872884316, 0.014102179823484105, 0.11603145127136323, -0.02374882188883197, -0.003633910653393131, 0.04716461823122511, 0.03896395091944396]","[-0.012838392868036532, -0.02332255023725119, 0.019956347471145438, -0.012486939167681715, -0.02374882188883197, 0.10650248979697148, 0.009918329891072133, -0.03551115751186317, -0.029249143158554623]","[-0.02215896368309263, -0.0019486882780328665, 0.008737995743830149, -0.022853415791225584, -0.003633910653393131, 0.009918329891072133, 0.5555974003590758, 0.055277818693382455, 0.05170174106698009]","[0.014567564152355623, 0.04644914797181605, -0.03620824510040441, 0.013505806591813132, 0.04716461823122511, -0.03551115751186317, 0.055277818693382455, 0.20842243383764092, 0.10308246029232607]","[0.011825523441230935, 0.03845615266751746, -0.02984755648566948, 0.010990085500251998, 0.03896395091944396, -0.029249143158554623, 0.05170174106698009, 0.10308246029232607, 0.17618576749190262]"
"[0.145926643114, 3.695740212330227e-07, 1.6690057654979708e-06, 6.117981154512914e-07, 3.8193686012024573e-07, -5.372857140819619e-07, -1.1432649332248648e-07, 7.128718670762242e-08, 5.482789886975145e-08]","[3.695740212330227e-07, 0.14592625606079737, 9.27163482357953e-07, 3.638279873525089e-07, 2.419190133971998e-07, -3.266353469041326e-07, -8.934886885313996e-08, 5.918068015965002e-08, 4.5519337405935534e-08]","[1.6690057654979708e-06, 9.27163482357953e-07, 0.14593102185795176, 1.64162369235309e-06, 9.598083882130985e-07, -1.4147191391378045e-06, -1.0524023938015558e-08, 1.5383564386867853e-07, 1.1831517395594175e-07]","[6.117981154512914e-07, 3.638279873525089e-07, 1.64162369235309e-06, 0.14592662387156877, 3.7599791690030623e-07, -5.288712452478295e-07, -1.1440751199737231e-07, 6.974594662965034e-08, 5.3642624194745354e-08]","[3.8193686012024573e-07, 2.419190133971998e-07, 9.598083882130985e-07, 3.7599791690030623e-07, 0.14592627125730023, -3.373873976001729e-07, -9.306501278574822e-08, 6.094228346067295e-08, 4.6873907581579294e-08]","[-5.372857140819619e-07, -3.266353469041326e-07, -1.4147191391378045e-06, -5.288712452478295e-07, -3.373873976001729e-07, 0.14592648971772265, 1.0373318050764823e-07, -7.172827809759934e-08, -5.516871591690879e-08]","[-1.1432649332248648e-07, -8.934886885313996e-08, -1.0524023938015558e-08, -1.1440751199737231e-07, -9.306501278574822e-08, 1.0373318050764823e-07, 0.14592666604845747, 1.34393940176821e-10, 1.3212446296646504e-10]","[7.128718670762242e-08, 5.918068015965002e-08, 1.5383564386867853e-07, 6.974594662965034e-08, 6.094228346067295e-08, -7.172827809759934e-08, 1.34393940176821e-10, 0.14592607761674226, 4.308926783335105e-08]","[5.482789886975145e-08, 4.5519337405935534e-08, 1.1831517395594175e-07, 5.3642624194745354e-08, 4.6873907581579294e-08, -5.516871591690879e-08, 1.3212446296646504e-10, 4.308926783335105e-08, 0.14592605477541526]"
"[0.3679860536507973, -0.013259677399530644, 0.006019345291643254, 0.02475495333600936, -0.013265353020624775, 0.005874734635369266, 0.012506302758522709, -0.024534355338061812, -0.049470617868290996]","[-0.013259677399530644, 0.35132141224284047, -0.0037996740662866865, -0.01337710815211444, 0.007849523914016514, -0.0037165709820315106, -0.005327827957522922, 0.013482443184383283, 0.026922458395680856]","[0.006019345291643254, -0.0037996740662866865, 0.34549103918978563, 0.006071352704640926, -0.00379400202137557, 0.0019806292808446225, 0.0015592136632418194, -0.007169384455866853, -0.014197711620826859]","[0.02475495333600936, -0.01337710815211444, 0.006071352704640926, 0.3684783479925217, -0.013385524868709572, 0.005924605291703121, 0.013619748810306023, -0.024754661389686745, -0.049922192239070066]","[-0.013265353020624775, 0.007849523914016514, -0.00379400202137557, -0.013385524868709572, 0.3513154857230767, -0.003710927774514495, -0.00552478598867443, 0.013471237778171968, 0.026904810291149526]","[0.005874734635369266, -0.0037165709820315106, 0.0019806292808446225, 0.005924605291703121, -0.003710927774514495, 0.3454084617455487, 0.001457920211946087, -0.006995614557216415, -0.01385210442186948]","[0.012506302758522709, -0.005327827957522922, 0.0015592136632418194, 0.013619748810306023, -0.00552478598867443, 0.001457920211946087, 0.4244509920328706, -0.006318442585221434, -0.013288338616311752]","[-0.024534355338061812, 0.013482443184383283, -0.007169384455866853, -0.024754661389686745, 0.013471237778171968, -0.006995614557216415, -0.006318442585221434, 0.38635056923709604, 0.0870922134584099]","[-0.049470617868290996, 0.026922458395680856, -0.014197711620826859, -0.049922192239070066, 0.026904810291149526, -0.01385210442186948, -0.013288338616311752, 0.0870922134584099, 0.5217670625828479]"
"[0.6856947432089309, -0.11615482708717596, 0.10438572184671299, 0.36613654997775497, -0.11543816999123502, 0.10358460021325273, 0.2088043226744028, 0.06294003724867787, 0.106196010794429]","[-0.11615482708717596, 0.36730018511944157, -0.03359465917875975, -0.1169269259924759, 0.045123840288422, -0.033263097530477743, -0.05600982454826762, -0.0011565794057549305, -0.003898536446288459]","[0.10438572184671299, -0.03359465917875975, 0.35297684986125105, 0.10507041689782118, -0.03337946613972142, 0.0307734946194113, 0.06032280933949134, 0.018232836069411996, 0.03055346146961694]","[0.36613654997775497, -0.1169269259924759, 0.10507041689782118, 0.6905226185468545, -0.11620627113700283, 0.10426495878708629, 0.21065421825333508, 0.06329242502946238, 0.106753738939584]","[-0.11543816999123502, 0.045123840288422, -0.03337946613972142, -0.11620627113700283, 0.3668719430833771, -0.033049472908917, -0.05561653681815468, -0.0009627664035095891, -0.0035516122255355924]","[0.10358460021325273, -0.033263097530477743, 0.0307734946194113, 0.10426495878708629, -0.033049472908917, 0.3524963739431963, 0.060117964844908896, 0.018420155906884426, 0.03089554586722604]","[0.2088043226744028, -0.05600982454826762, 0.06032280933949134, 0.21065421825333508, -0.05561653681815468, 0.060117964844908896, 0.5318505059330974, 0.0664931404431103, 0.11137907093576445]","[0.06294003724867787, -0.0011565794057549305, 0.018232836069411996, 0.06329242502946238, -0.0009627664035095891, 0.018420155906884426, 0.0664931404431103, 0.448233534539068, 0.23373544310494024]","[0.106196010794429, -0.003898536446288459, 0.03055346146961694, 0.106753738939584, -0.0035516122255355924, 0.03089554586722604, 0.11137907093576445, 0.23373544310494024, 0.7684943743407018]"
"[0.042980937508830364, -5.426571181727129e-62, -7.765131599810799e-62, 3.5996167109303685e-61, -5.3916356821810584e-62, -7.615332535489299e-62, -5.0091339782964394e-61, -4.6774801357191744e-60, -6.770617604669644e-76]","[-5.426571181727129e-62, 0.042980937508830364, 1.187122101418301e-62, -5.4994096416479784e-62, 8.23968527361081e-63, 1.1642959165247185e-62, 7.673485166752846e-62, 7.152096634973415e-61, 1.8977230667869084e-76]","[-7.765131599810799e-62, 1.187122101418301e-62, 0.042980937508830364, -7.86957746504464e-62, 1.1795030890572392e-62, 1.6675351975405815e-62, 1.1014471634186818e-61, 1.0244678733228742e-60, 3.6506903705015977e-76]","[3.5996167109303685e-61, -5.4994096416479784e-62, -7.86957746504464e-62, 0.042980937508830364, -5.464009417766022e-62, -7.717803145363423e-62, -5.0773488043742375e-61, -4.74046044513315e-60, -7.095349279923182e-76]","[-5.3916356821810584e-62, 8.23968527361081e-63, 1.1795030890572392e-62, -5.464009417766022e-62, 0.042980937508830364, 1.156825734799739e-62, 7.624724320828472e-62, 7.106232516490455e-61, 1.9319190550556834e-76]","[-7.615332535489299e-62, 1.1642959165247185e-62, 1.6675351975405815e-62, -7.717803145363423e-62, 1.156825734799739e-62, 0.042980937508830364, 1.0808061595338004e-61, 1.0048789361723632e-60, 3.68792512071702e-76]","[-5.0091339782964394e-61, 7.673485166752846e-62, 1.1014471634186818e-61, -5.0773488043742375e-61, 7.624724320828472e-62, 1.0808061595338004e-61, 0.042980937508830364, 6.644784745957573e-60, -5.053982306343516e-76]","[-4.6774801357191744e-60, 7.152096634973415e-61, 1.0244678733228742e-60, -4.74046044513315e-60, 7.106232516490455e-61, 1.0048789361723632e-60, 6.644784745957573e-60, 0.042980937508830364, 4.712953649408032e-74]","[-6.770617604669644e-76, 1.8977230667869084e-76, 3.6506903705015977e-76, -7.095349279923182e-76, 1.9319190550556834e-76, 3.68792512071702e-76, -5.053982306343516e-76, 4.712953649408032e-74, 0.042980937508830364]"
"[0.10856118306767101, -0.017589221026664468, 0.001290671525942829, 0.005011704404156583, -0.0175776531809064, 0.001211667230590105, 0.004118330005574538, -0.010116949876666899, -0.02285218163580707]","[-0.017589221026664468, 0.1716771616388063, -0.005977684274521623, -0.01766507051454307, 0.06804415935237663, -0.005640963268776013, -0.007194590548620576, 0.04495249524693721, 0.09739911634899312]","[0.001290671525942829, -0.005977684274521623, 0.10464435088366492, 0.0012982831367571585, -0.005953450854546036, 0.0010303130921160955, -0.005792087577295088, -0.006214994986007275, -0.01224062259742402]","[0.005011704404156583, -0.01766507051454307, 0.0012982831367571585, 0.108597171764744, -0.01766065774326646, 0.0012199126973228723, 0.005208975878917202, -0.010129303544511472, -0.022889478594662272]","[-0.0175776531809064, 0.06804415935237663, -0.005953450854546036, -0.01766065774326646, 0.17157037477691953, -0.005620380334870499, -0.011134890242666397, 0.04474441865357146, 0.09697334481910705]","[0.001211667230590105, -0.005640963268776013, 0.0010303130921160955, 0.0012199126973228723, -0.005620380334870499, 0.1045520628692817, -0.005197046154116447, -0.005853584230132411, -0.011510056233053172]","[0.004118330005574538, -0.007194590548620576, -0.005792087577295088, 0.005208975878917202, -0.011134890242666397, -0.005197046154116447, 0.8037952144277412, 0.04704588318430602, 0.10194550958939762]","[-0.010116949876666899, 0.04495249524693721, -0.006214994986007275, -0.010129303544511472, 0.04474441865357146, -0.005853584230132411, 0.04704588318430602, 0.15313578060314456, 0.09993690285978038]","[-0.02285218163580707, 0.09739911634899312, -0.01224062259742402, -0.022889478594662272, 0.09697334481910705, -0.011510056233053172, 0.10194550958939762, 0.09993690285978038, 0.31175875377888923]"
"[0.1506907653913761, -0.00024751251314303465, -0.0002960266625718814, 0.0017253458730450285, -0.00023656021397260905, -0.0002738327422279545, 0.0007040956686280061, 0.002268173222606615, 0.005078587592122526]","[-0.00024751251314303465, 0.1490257872732666, 4.688304772970616e-05, -0.00025096523324432394, 3.524509319722506e-05, 4.348092661786906e-05, -0.0001262323220814872, -0.00036254069145917085, -0.0008118154683071324]","[-0.0002960266625718814, 4.688304772970616e-05, 0.14905463741857145, -0.0003005716721748367, 4.4233715780513286e-05, 6.130780213808728e-05, -0.0001818623256078521, -0.0005157132605890741, -0.0011548601463965383]","[0.0017253458730450285, -0.00025096523324432394, -0.0003005716721748367, 0.15073812344060536, -0.00023986740780266064, -0.00027797781404211735, 0.0006744047923534312, 0.0023018143115843158, 0.0051538584298039805]","[-0.00023656021397260905, 3.524509319722506e-05, 4.4233715780513286e-05, -0.00023986740780266064, 0.14902230105321412, 4.101001923157702e-05, -0.00011521563230581673, -0.00034161350100827225, -0.0007649389969286002]","[-0.0002738327422279545, 4.348092661786906e-05, 6.130780213808728e-05, -0.00027797781404211735, 4.101001923157702e-05, 0.14904581178378834, -0.00017688259196185465, -0.0004806149836651874, -0.0010762446321695143]","[0.0007040956686280061, -0.0001262323220814872, -0.0001818623256078521, 0.0006744047923534312, -0.00011521563230581673, -0.00017688259196185465, 0.15477818857034117, 0.0015676985060126237, 0.0035261847010828852]","[0.002268173222606615, -0.00036254069145917085, -0.0005157132605890741, 0.0023018143115843158, -0.00034161350100827225, -0.0004806149836651874, 0.0015676985060126237, 0.1530504652095346, 0.009093481481524621]","[0.005078587592122526, -0.0008118154683071324, -0.0011548601463965383, 0.0051538584298039805, -0.0007649389969286002, -0.0010762446321695143, 0.0035261847010828852, 0.009093481481524621, 0.16934815476958323]"
"[0.0031124538328773624, -4.5042908694983774e-05, 5.4511364264860754e-05, 0.0029785225857413347, -9.256265506504874e-05, -4.504388632930875e-05, 0.04027026277318316, -3.315034823458321e-07, -4.819490055972952e-07]","[-4.5042908694983774e-05, 6.24297905917331e-05, -7.49658329381131e-07, -4.3976854169268906e-05, 1.3850339477731912e-06, 7.194872003046896e-07, -0.000594727754685624, 4.363789699069526e-08, 5.82741027227063e-08]","[5.4511364264860754e-05, -7.49658329381131e-07, 6.294210666287343e-05, 5.322327668511648e-05, -1.596886750558426e-06, -5.613612873439755e-07, 0.0007185497012027091, 2.6427023396343276e-08, 2.2074954423682554e-08]","[0.0029785225857413347, -4.3976854169268906e-05, 5.322327668511648e-05, 0.0029697928361100316, -9.037217394089407e-05, -4.3975793912208495e-05, 0.039317377132865865, -3.2778981051986054e-07, -4.7656120419522336e-07]","[-9.256265506504874e-05, 1.3850339477731912e-06, -1.596886750558426e-06, -9.037217394089407e-05, 6.457396870833977e-05, 1.423079708095151e-06, -0.0012220294278262659, 4.5212384264108133e-08, 6.0490163939146e-08]","[-4.504388632930875e-05, 7.194872003046896e-07, -5.613612873439755e-07, -4.3975793912208495e-05, 1.423079708095151e-06, 6.276529522954827e-05, -0.0005957517317791895, 2.7905883551071666e-08, 2.4445716715453057e-08]","[0.04027026277318316, -0.000594727754685624, 0.0007185497012027091, 0.039317377132865865, -0.0012220294278262659, -0.0005957517317791895, 0.5316615743298478, -3.2032104025366303e-07, -4.607947821250406e-07]","[-3.315034823458321e-07, 4.363789699069526e-08, 2.6427023396343276e-08, -3.2778981051986054e-07, 4.5212384264108133e-08, 2.7905883551071666e-08, -3.2032104025366303e-07, 6.365106300988314e-05, 2.7460395534338302e-06]","[-4.819490055972952e-07, 5.82741027227063e-08, 2.2074954423682554e-08, -4.7656120419522336e-07, 6.0490163939146e-08, 2.4445716715453057e-08, -4.607947821250406e-07, 2.7460395534338302e-06, 6.570908173223836e-05]"
"[0.1209038903315709, 0.06069245055912011, -0.06749798429612211, 0.06613778793561365, 0.061648703435855635, -0.06670197379226225, -0.04510417769506551, 0.022783248226304776, 0.017178987384470164]","[0.06069245055912011, 0.12057354223984047, -0.066825164608368, 0.06035867675451351, 0.06699598973300415, -0.06603768513229782, -0.04818480386941832, 0.03134098114912594, 0.024623543472910535]","[-0.06749798429612211, -0.066825164608368, 0.1256432849190025, -0.06714882210879704, -0.06780205979599192, 0.0703083681107739, 0.04809896119363193, -0.029397752498884856, -0.022803535676934918]","[0.06613778793561365, 0.06035867675451351, -0.06714882210879704, 0.12029197745191339, 0.06131103204195586, -0.0663592638307469, -0.04563730465501263, 0.022510913116902526, 0.016969103990592517]","[0.061648703435855635, 0.06699598973300415, -0.06780205979599192, 0.06131103204195586, 0.12235558808100434, -0.06700718373639689, -0.0507198979419646, 0.031795300094947396, 0.02500424468639298]","[-0.06670197379226225, -0.06603768513229782, 0.0703083681107739, -0.0663592638307469, -0.06700718373639689, 0.1239357498787761, 0.048827819351380766, -0.029036844089703733, -0.022533769848731552]","[-0.04510417769506551, -0.04818480386941832, 0.04809896119363193, -0.04563730465501263, -0.0507198979419646, 0.048827819351380766, 0.6645459751255864, -0.027713331052140352, -0.029903741050124548]","[0.022783248226304776, 0.03134098114912594, -0.029397752498884856, 0.022510913116902526, 0.031795300094947396, -0.029036844089703733, -0.027713331052140352, 0.0957553847181896, 0.03720403035807706]","[0.017178987384470164, 0.024623543472910535, -0.022803535676934918, 0.016969103990592517, 0.02500424468639298, -0.022533769848731552, -0.029903741050124548, 0.03720403035807706, 0.08955787738717404]"
"[0.4724232716391703, -0.01924146710780982, -0.00993427511663428, 0.16263446340996732, -0.018878125141866032, -0.008985312980405504, 0.08409690164310457, 0.07287825675368803, 0.16270434214523424]","[-0.01924146710780982, 0.31264601669796643, 0.001373467023353919, -0.019306164530918487, 0.0022802919473939517, 0.0012495299326115354, -0.011728812306502544, -0.010219976104614175, -0.022831299913649173]","[-0.00993427511663428, 0.001373467023353919, 0.31174819183194513, -0.009973134451551157, 0.001312205738520512, 0.0013236397149484443, -0.012435372843452105, -0.011046955517900806, -0.024699772779104342]","[0.16263446340996732, -0.019306164530918487, -0.009973134451551157, 0.4735031105464723, -0.018944368916895712, -0.009020327721984831, 0.08134059184194511, 0.07317019011319528, 0.16334658107811878]","[-0.018878125141866032, 0.0022802919473939517, 0.001312205738520512, -0.018944368916895712, 0.3125438950583199, 0.001193172937293243, -0.010803630496598965, -0.00975072768552923, -0.02177957572257311]","[-0.008985312980405504, 0.0012495299326115354, 0.0013236397149484443, -0.009020327721984831, 0.001193172937293243, 0.3115354927334992, -0.011328560417937006, -0.010240097605385726, -0.022892344099642203]","[0.08409690164310457, -0.011728812306502544, -0.012435372843452105, 0.08134059184194511, -0.010803630496598965, -0.011328560417937006, 0.9127387286208013, 0.08732058467021239, 0.19807593334978205]","[0.07287825675368803, -0.010219976104614175, -0.011046955517900806, 0.07317019011319528, -0.00975072768552923, -0.010240097605385726, 0.08732058467021239, 0.3976608592627286, 0.19487570673081142]","[0.16270434214523424, -0.022831299913649173, -0.024699772779104342, 0.16334658107811878, -0.02177957572257311, -0.022892344099642203, 0.19807593334978205, 0.19487570673081142, 0.7452293412331743]"
